condition,log_inv_dt_min,log_inv_dt_max,log_inv_dt_range,dt_ratio
pre_fix_b,7.124318078291549,9.069158990152381,1.9448409118608323,6.992519339651475
post_fix_b,6.907755278982137,7.472891928908467,0.5651366499263304,1.7596882275597168
