V_thresh_mV,rate_hz_per_neuron
-38.0,0.0
-40.0,0.02999925001874953
-41.0,0.5049873753156171
-42.0,7.764805879853004
-43.0,40.383990400239995
-44.0,64.99337516562086
-45.0,82.57793555161122
-46.0,95.74760630984225
-48.0,114.98712532186696
-50.0,131.87670308242295
